abk_bahnhof,Name Haltestelle,lat,lon
SHGE,Schaffhausen GB E,47.70499,8.637540001
RTDO,"Rothenthurm, Dorf",47.10416168,8.675860991
PFBF,"Pfäffikon SZ, Bahnhof",47.20289709,8.779044833
MTGD,"Murgenthal, Gadligen",47.25965992,7.8393901
RWNO,Rapperswil Nord,47.22538,8.822860005
JAZ,Jenaz,46.92975,9.718319994
AROS,Arosa,46.78329,9.679329998
WAH,Waldshut,47.62123,8.220799997
FHHA,Friedrichshafen Hafen,47.65039469,9.483321728
KLOD,Klosters Dorf,46.88347,9.875330005
BSG,Basel SBB Cargo,47.54235056,7.608822761
LITZ,Litzirüti,46.79794999,9.703269995
FID,Fideris,46.92237,9.733760002
ERZI,Erzingen (Baden),47.66041868,8.430790805
KO,Konstanz,47.6581,9.176999995
RESS,Re,46.12650751,8.538363804
SUHM,Suhr Migros,47.37983,8.089580004
SUN,Suhr Nord (Abzw),47.37260444,8.080683137
MTD,Monthey-Dépôt,46.25878999,6.946070003
BRD,Braunwald,46.93870395,8.998592329
ZFHE,"Zofingen, Henzmannstrasse",47.2876474,7.939444553
OENZ,Aeschi Oenzberg West,47.39398111,8.06156192
ZFEG,"Zofingen, Eisengrube",47.27633465,7.942986316
ZOAL,"Zofingen, Altachen",47.27862851,7.947039154
ZFRB,"Zofingen, Römerbad",47.28221901,7.948712327
TRHA,Trasadingen,47.6656,8.437399997
REIF,Reichenau Farsch (Abzw),46.82272999,9.404560005
ZFBI,"Zofingen, Bifangstrasse",47.29140351,7.944410883
NAFS,"Näfels, Schönegg",47.10507782,9.06572384
NFPO,"Näfels, Post",47.09949273,9.064315702
ZFSP,"Zofingen, Spital",47.29547274,7.947675371
AOBF,"Aarburg-Oftringen, Bahnhof",47.32015184,7.907818599
BTBI,"Brittnau, Bifang",47.26551493,7.950944669
MOWI,"Mollis, Winden",47.11243557,9.086044738
RHSE,Romanshorn Seewiesen,47.55164,9.378239994
BTGR,"Brittnau, Grod",47.24611907,7.945554551
BRSH,"Brittnau, Schulhaus",47.25970412,7.946925293
MIHS,"Mitlödi, Hauptstrasse",47.0113895,9.080482348
LIBF,"Linthal, Bahnhof",46.9253505,8.998073398
RKSO,Rotkreuz Südost,47.1456,8.444860002
SLAN,Schiers Schlangenboden (Abzw),46.96107,9.701500003
MUDA,Mundaditsch (Abzw),46.97694999,9.659819999
VARO,Val Rots (B),46.59953314,9.756593581
KLWL,Killwangen Lehnenviadukt,47.43763,8.343969998
LAPP,Lancy-Pont-Rouge (CEVA),46.18596,6.124939996
BDN,Baden Nord,47.46832844,8.31803923
CBLP,"Collombey, Les Perraires",46.27667089,6.941055356
BBLS,Brig BLS Depot,46.31983655,7.984109235
BRCC,Brig Contact Center SBB,46.31702604,7.984898997
JU,Jungfraujoch,46.54746784,7.982085076
CHAY,En Charnet,46.19702,6.887010005
NISE,Nisellas (B),46.66902,9.554950002
BVTA,Bellavista GR (B),46.62804527,9.758718265
RIPE,Les Ripes,46.59219,6.608060005
NEAH,"Netstal, Altersheim",47.05824084,9.052927478
OUFW,"Oberurnen, Feuerwehrplatz",47.11424636,9.059940091
OUHO,"Oberurnen, im Horn",47.11767112,9.059516595
GREI,Greifenstein (B),46.67372313,9.692996413
GUA,Guarda,46.77152,10.15053
PDM,Les Ponts-de-Martel,46.99907835,6.735271682
SPPO,"Speicherschwendi, Bären",47.42552176,9.437428385
KRAE,Kräbel,47.04021431,8.530790373
RKU,Rigi Kulm,47.05517594,8.485235666
OWBF,"Oberwald, Bahnhof",46.53020926,8.342068729
BT,Buttes,46.88834625,6.553195001
NAAM,"Naters, Amerika",46.32394612,7.991850405
TKBM,Killwangen Kreuzlibergtunnel M,47.43260298,8.348136614
UEPO,"Uerkheim, Post",47.30325474,8.023293549
OSWG,"Obstalden, Walenguflen",47.11678436,9.157679051
BUCK,"Buckten, Dorf",47.41019128,7.844628255
OBSS,"Obstalden, Stocken",47.11666584,9.165583206
BIUS,"Bilten, Ussbühl",47.16234181,8.997554488
UKHU,"Uerkheim, Unterdorf",47.30909379,8.024772506
HNHH,"Haslen GL, Hinterhaslen",46.98252981,9.058144342
MSTS,"Münchenstein, Schaulager",47.52775,7.611620002
HACH,"Haslen GL, Chappeli",46.98383803,9.062338245
LBAN,"Leuggelbach, Abzweigung Haslen",46.97595165,9.044169971
SBSA,"Steinerberg, St. Anna",47.05288547,8.583829701
SERI,"Sevelen, Rietli",47.12605711,9.486190834
ARHD,"Arlesheim, Dorf",47.49446,7.618869997
DOBF,"Dornach, Bahnhof",47.48912183,7.610869192
SIAP,"Sitterdorf, alte Post",47.50215609,9.246583501
FRM,Fräkmüntegg,46.9906741,8.251241639
CREG,Creggio,46.12349361,8.323536278
MARO,Marone,46.1231959,8.37709278
SMSS,S. Maria Maggiore,46.13659359,8.460726966
GAOR,Gagnone-Orcesco,46.12837084,8.419168337
COIM,Coimo,46.12647666,8.398820982
MASS,Malesco,46.12922498,8.498824307
SI,Singen (Hohentwiel),47.75843878,8.840379238
SRBF,"Stein am Rhein, Bahnhof",47.65576855,8.855662948
BIWE,Bitsch-West/Ostausfahrt,46.33238011,8.013673465
FG,Faoug,46.90831035,7.07454623
LZD,Luzern Depot,47.0416,8.308650002
HNSN,Hornussen Nord,47.50044084,8.055999508
HNS,Hornussen,47.49733703,8.059877046
VSUD,Vereina Süd,46.80272,9.998069994
VNOR,Vereina Nord,46.8126,9.976539995
SBA,Steigbach,47.37701525,9.404910156
AESH,"Aesch BL, Dorf",47.46957,7.596900002
LST,Liestal,47.48446117,7.731367481
LZTR,Tribschen,47.04202423,8.330737558
STCR,Ste-Croix,46.81943506,6.500704863
LSBZ,Lausanne Centre d'Expl. Ouest,46.51734122,6.626641891
BCHX,Bois-de-Chexbres,46.47328,6.901529995
NEMA,Neuchâtel Est (bif),47.00048758,6.945352209
GEMO,Genève Montbrillant,46.21512714,6.142723929
TWW,Thalwil West Schaltposten,47.30044281,8.559533442
RNO,Rikon Ost,47.42760085,8.705685512
CVTR,Couvet,46.92295856,6.635298055
PRST,La Presta Mines d'asphalte,46.93109706,6.654361422
FEGA,Fenêtre Galerie 1 (FG1),46.13116129,7.019837564
DGIT,Tunnel du Gibet,46.98810408,6.903736895
CDRT,Tunnel du col des Roches,47.04982664,6.717776855
RHBF,"Reinach AG, Bahnhof",47.24976943,8.184320954
KEBU,Kehrsiten-Bürgenstock,47.00306523,8.382321045
WBAB,"Weissenbach, Bahnhof",46.60332912,7.374098442
PXYZ,"Ponte Tresa, Stazione",45.96989465,8.860605404
MS,Münsingen,46.87335415,7.559442396
SOWS,"Solothurn, Wildbachstrasse",47.21030833,7.517694951
ALDO,"Alchenstorf, Dorf",47.12525326,7.637788699
KAVI,"Kandersteg, Victoria",46.49503206,7.674453997
BNAN,Bern Europaplatz Nord,46.94616555,7.405871396
CAVI,Cavigliano,46.18374,8.721429999
TRCH,Tramelan-Chalet,47.22353314,7.092306973
GST,Gstaad,46.4748,7.284410005
STKA,St. Katharinen,47.21611,7.549789998
HZH,Holzhäusern,47.25816,7.7104
MGEN,Mörigen,47.08565,7.212229999
BTWI,"Bättwil, Dorf",47.48915,7.509970001
REBG,Reckenberg (Abzw),47.20305316,7.722056969
LYBA,"Lyss, Bahnhof",47.07698066,7.305775115
RZOC,Ranzo Confine,46.1036946,8.75719278
BNHB,Bern Henkerbrünnli,46.95352214,7.438849436
LYW,Lyss West (Agl),47.07924317,7.298522504
LGV,Lugano Vedeggio,46.02005169,8.917701834
AZL,Muntelier-Löwenberg AZL,46.93842225,7.133551741
LGXA,"Lugano, Autosilo",46.00789678,8.954441611
BNTI,Bern Tiefenau,46.97274,7.450199997
TAV,Taverne-Torricella,46.05668556,8.930330426
MHN,Mittelhäusern,46.87640211,7.367720844
BNS1,Bern Stellwerk 1,46.94792536,7.44460906
OES,Oeschseite,46.53137,7.352289996
URTN,Urtenen,47.02889,7.500649999
BNFI,Bern Fischermätteli,46.94176543,7.412129348
WKD,Wankdorf (Abzw),46.96532489,7.472137547
TWN,Twann,47.09366407,7.156497504
SOR,Sorvilier,47.23924672,7.305774028
SWGB,"Sumiswald-Grünen, Bahnhof",47.02508718,7.736772961
SUFO,"Sumiswald, Forum",47.03078349,7.759287722
GOUW,Göschenen Unterwerk,46.66919686,8.590841456
OBBI,Oberbipp,47.25973627,7.661012938
RUTI,Rüti (Flüelen),46.91459948,8.626059956
WINK,Winklen (Spw),46.6012789,7.658457288
COLG,Coldrerio Galleria,45.86701039,8.984878561
PTIE,Ponte Ticino Est (c bin),46.15999207,8.911826498
BIBK,"Biel/Bienne, Bibliothek",47.14006936,7.248110776
BDCH,"Burgdorf, Choserfeld",47.06258296,7.605345773
BIZP,"Biel/Bienne, Zentralplatz",47.13680278,7.246729438
RUMI,Rumistal,47.07212391,7.665003411
NPAR,Niederbipp [Gleis 11-12],47.27025326,7.694674889
NR,Niederried,46.71643097,7.928684121
MR,Meiringen,46.72733215,8.184251215
BL,Blausee-Mitholz,46.52896365,7.675557437
BELL,Bellach,47.20887878,7.507825396
WAAC,"Wasen i.E., Abzw. Churzenei",47.0359945,7.800750365
ROS,Rosé,46.78263345,7.061968624
TBWS,"Trub, Weierhus Stöckli",46.94436999,7.884852572
TBHN,"Trub, Hüseren",46.95431907,7.891674439
VRIB,Vorderrinderbach,47.05274011,7.694837055
OLVL,Olten VL,47.36023583,7.922448251
HWFA,Huttwil Fiechten (Agl),47.11281663,7.834920157
MRSS,Aareschlucht West,46.72124745,8.19857712
CASI,Castione Impianto d'inversione,46.22844437,9.040893874
GIUN,Giubiasco Nord,46.18367,9.017949994
HEFM,"Heimisbach, Furlimatt",47.00280107,7.742185155
DHHU,"Dürrenroth, Hulligen",47.09293556,7.800028073
WADA,"Wasen i.E., Dangeli",47.04492086,7.78511153
AFDO,"Affoltern i.E., Dorf",47.06473322,7.731424486
TBMB,"Trub, Mülebachbrücke",46.95811219,7.896935333
BIMB,Biel/Bienne Mettbann,47.16526732,7.315538068
WEWA,Wengwald,46.60918793,7.913626865
VERD,Verdasio,46.16521,8.649199997
MARC,Les Marches,46.60297,7.091269994
MGTT,Murgenthaltunnel NBS,47.22624545,7.780408829
WESS,Weissenstein,47.25184251,7.508323687
SBBG,"Schwarzenbach(Huttwil),Bühlweg",47.09778135,7.828367892
SPBS,"Schüpbach, Buebenei Sägerei",46.91443577,7.754118953
ERAH,"Eriswil, Altersheim",47.07556505,7.848654703
DHGH,"Dürrenroth, Gärbihof",47.08853993,7.784431577
DHFU,"Dürrenroth, Fuchsloch",47.09112886,7.778942939
IPHE,Ipsach Herdi,47.11237,7.228930001
TRAG,Galleria Travi,46.4217727,8.864839592
GBTN,Gotthardbasistunnel Nord,46.75573179,8.712111106
CTY,Courtelary,47.17563154,7.06880327
SAKW,"Safnern, Kirchweg",47.14785819,7.320074343
BEL,Bellinzona,46.19543179,9.029518512
POLC,Pollegio CEP,46.36838111,8.933693204
GRIT,Grindelwald Terminal,46.625508,8.017105551
GRBF,"Grünenmatt, Bahnhof",47.00816406,7.723884044
CHXA,La Chaux-d'Abel,47.152723,6.898728999
DKW,Däniken West (Abzw),47.35194074,7.968035254
AS,Amsteg-Silenen,46.781002,8.672105544
BAER,Bärschwil,47.40078666,7.476914156
BODE,Boden,46.47077,7.435379998
WIGU,Wiedlisbach Gürbu,47.25123593,7.646750482
OFAM,"Oberfrittenbach, Aeugstmatt",46.9792076,7.798002378
SPHI,"Schüpbach, Hölzli",46.93666004,7.745292623
LNNS,"Langnau i.E., Napfstrasse",46.94149471,7.796660535
LAVS,Lavorgo Sottocentrale,46.44195595,8.83788303
BOCS,Bodio cunicolo di aggira. sud,46.37247298,8.927696487
KIAW,Kirchberg BE Emmenquerung West,47.07941221,7.570872362
BDAP,"Burgdorf, Alterspflegeheim",47.04791215,7.628580238
GRUB,Gruben,46.49054,7.280129998
OFBM,"Oberfrittenbach, Badmätteli",46.95392086,7.780702976
AXET,Axenbergtunnel,46.92629701,8.615366644
TSBF,"Trubschachen, Bahnhof",46.9218821,7.846053264
ORZB,"Orpund, Zumbach",47.14103084,7.296241946
OFSM,"Oberfrittenbach, Stockmatte",46.95968578,7.784050476
WRUD,"Wangenried, Unterdorf",47.22107043,7.650303799
LNSF,"Langnau i.E., Sonnenfeld",46.94384068,7.779522507
LNMG,"Langnau i.E., Mooseggstrasse",46.94467225,7.775114521
LALU,La Lume Tunnel Nord,46.42881868,8.853964888
FRIU,Fribourg sous-station,46.81368345,7.154281853
BID,Biel/Bienne Depot,47.13067034,7.254576116
BEAH,Beatushöhlen-Sundlauenen,46.68499231,7.789956586
FS,Faulensee,46.67375548,7.697914915
ORPO,"Orpund, Post",47.14082096,7.301133302
FRBF,"Frutigen, Bahnhof",46.58901906,7.651193018
TBFB,"Trub, Furenbrücke",46.94722509,7.888541024
SPRO,"Schüpbach, Rössli",46.92423567,7.73920853
AEGO,Wynau Aegertentunnel Ost RL18,47.2555036,7.826451628
BIST,Biberist Ost,47.18060192,7.566190908
ZO,Zollbrück,46.97571659,7.741300561
RE,Renan BE,47.12572046,6.92538209
PIIW,"Pieterlen, Industrie West",47.17123129,7.315946317
SOHB,"Solothurn, Hauptbahnhof",47.20452342,7.542275181
AEBR,"Aeschau, Dorf",46.90880079,7.761987753
OBZG,"Oberburg, Ziegelgut",47.0289317,7.6344858
BASD,"Bärau, Schwimmbad",46.93843839,7.798872851
RUSN,"Rumisberg, Schoren",47.26705855,7.641037412
KABL,"Kandersteg, Blümlisalp",46.49901572,7.675135631
BLBE,Blausee BE,46.53431,7.668250006
ESSR,"Eschert, Sous-la-Rive",47.2786938,7.394218202
BDFB,Burgdorf Buchmatt,47.06545797,7.608275975
SPMS,Spiezmoos Süd,46.69168109,7.661375057
TBL,Tunnelblock (Grenchenberg),47.23174124,7.385925414
IOS,Interlaken Ost (See),46.69169271,7.869184012
OFBD,"Oberfrittenbach, Bad",46.95217216,7.778892163
WASN,"Walliswil b. Wangen, Stalden",47.2295731,7.685237301
THPO,"Thörigen, Post",47.1734444,7.728469569
BIBS,Biberist RBS,47.18386001,7.555830572
MULT,Wünnewil Mühletaltunnel,46.8746145,7.276174198
GIOS,Giornico Sottocentrale,46.40153981,8.873268462
COT,Cottens FR,46.75121263,7.034794321
EMMT,Emmetunnel NBS,47.07941221,7.570872362
BENS,Bossonnens,46.5257038,6.853241872
WCHSS,Wichtrach Schutzstrecke,46.85642969,7.564361609
EGST,"Eggiwil, Skilift",46.89565758,7.780949932
HOPT,"Höchstetten, Post",47.14249722,7.632025631
BIRB,Biel/Bienne RB,47.14327554,7.268205115
MDEC,Melide Centrale (bif),45.9651934,8.94762388
REIK,Reichenbach im Kandertal,46.62512156,7.690062676
LNHK,"Langnau i.E., Hasenknubel",46.94100261,7.798693001
LYBW,"Lyssach, Bernstrasse West",47.07251463,7.569499366
SNKH,"St. Niklaus b. Koppigen, Heim",47.12979347,7.617139227
HBFR,"Herzogenbuchsee, Friedhof",47.19270415,7.709162961
SOST,Solothurn Sternen,47.2123,7.545360005
EIF,Eifeld,46.68386876,7.64227313
CAPM,Capolago-Riva S. Vitale MG,45.90724123,8.973666641
LABF,"Langnau i.E., Bahnhof",46.93884992,7.784993747
FRWK,"Frutigen, Winklen",46.60043252,7.656993174
HLT,Holligentunnel,46.94735515,7.410772709
GIUW,Giubiasco centr commutaz frequ,46.17538893,9.001957734
RUEZ,"Rüegsauschachen, Zentrum",47.01870805,7.662069381
EMDD,"Emdthal, Dorf",46.65514387,7.683498618
OBSG,"Oberburg, Schwandgasse",47.03803298,7.624663951
SPAB,Spiez (Abzw),46.68968999,7.670468659
BIBB,"Biel/Bienne, Battenberg",47.1427258,7.278822391
QUA,Quartino,46.15129809,8.887331215
HSEW,"Hasle b.B., Eisbahnweg",47.01656911,7.651578192
WR,Wiler,47.15229702,7.555933344
HRK,Härkingen Post,47.32161417,7.818459754
RUEL,Rüdtligen-Alchenflüh,47.08459858,7.574085116
RUTU,Rüdtligen Tunnel NBS,47.07415348,7.567936549
SDRY,"Schattdorf, Rynächt",46.85744561,8.646713832
BIPO,Biel Produktionsanlage Ost,47.14428172,7.269236197
INN,Innertkirchen Kraftwerk (Bahn),46.70226129,8.232509167
TPEL,Tschäppel,47.09629448,7.852329989
LNBS,"Langnau i.E., Bernstrasse",46.94008362,7.781547557
BIBC,"Biel/Bienne, BBZ/CFP",47.14607069,7.254145007
GWTS,Gwatt Deltapark (See),46.72049852,7.635829921
LOP,Locarno (fine binario),46.17246336,8.800480231
LTSB,"Langenthal, Schwimmbad",47.2040617,7.784332444
LTSO,"Langenthal, Schoren-Ochsen",47.21141548,7.776552147
LTBG,"Langenthal, Bäregg",47.22114102,7.781894564
LTH,Langenthal,47.21730287,7.784715136
BUL,Bulle,46.6192251,7.053001729
HSMU,"Hasle b.B., Mühle",47.01911155,7.643407181
BISI,"Biel/Bienne, Swiss Tennis",47.15909587,7.278456685
BRUT,Brüttelen,47.0206,7.148300005
LTSS,"Langenthal, Schorenstrasse",47.21106636,7.779044776
LTSP,"Langenthal, Spital",47.21617267,7.794839739
LTBE,"Langenthal, Blumenstrasse",47.20588574,7.784964561
CAOF,Castione Officine (Stas),46.23339311,9.03761805
BMBF,"Biel/Bienne,Bf Mett/gare Mâche",47.14627978,7.273221658
FART,Locarno FART,46.17262014,8.801829457
CT,Court,47.24060092,7.342109878
BDLO,"Burgdorf, Lorraine",47.06255965,7.631817475
BDIC,"Burgdorf, Im Choser",47.06138933,7.609646445
SESL,"Seedorf UR, Schloss A Pro",46.88600476,8.605510032
MATA,Mattstetten (Abzw),47.03508403,7.525796345
EISM,Eismeer,46.57233866,8.01017145
FRAE,Fräschels,46.99912609,7.206040061
SUB,Suberg-Grossaffoltern,47.05878211,7.339004855
BIRX,"Biel/Bienne, Rolex",47.16107194,7.289699863
LTG,Langenthal GB,47.21479932,7.770068683
KS,Kehrsatz,46.90882299,7.472360238
ARCH,Arch,47.16446705,7.418489191
BDFM,"Burgdorf, Fischermätteli",47.0490094,7.639283322
REUG,"Reuchenette-Péry, gare",47.18972868,7.247013472
GT,Gammenthal,47.03505424,7.737881133
MUN,Muntelier,46.94121401,7.138042249
VEZS,Vezia Sottocentrale,46.02603836,8.934008024
BHOA,Burghof (AnG),47.03101537,7.759679832
NZEG,"Niederönz, Eggen",47.18213892,7.683356998
WAAA,"Wangen a.d.Aare, Aarenbrücke",47.23878955,7.655352743
WAZG,"Wangen a.d.Aare, Zytglogge",47.23449857,7.65563914
SEBS,"Seeberg BE, Schlüssel",47.15738306,7.662250686
RTI,Rüti bei Büren,47.15457184,7.402156887
SORL,Sorengo Laghetto,45.99681,8.933340006
BDF,Burgdorf,47.06070073,7.621694474
GIV,Givisiez,46.81675595,7.129961521
GEVE,Monte Generoso Vetta,45.92803958,9.019058512
MRO,Meiringen Ost,46.72701003,8.185013098
BRW,Brienzwiler,46.74545227,8.090696061
FRWI,"Frutigen, Widi",46.58589495,7.647749316
BACH,Bachtele (Trimstein),46.89909445,7.576783758
KZB,Kerzers BLS,46.9756538,7.191683867
BDFA,"Burgdorf, Fabrikweg",47.06773906,7.603979428
BDAE,"Burgdorf, Aebistrasse",47.06008309,7.616881881
SPBF,"Spiez, Bahnhof",46.68618513,7.680397173
STST,St. Stephan,46.50512999,7.400519996
VD,Vauderens,46.62145538,6.850037577
SETB,Sumiswald-Grünen ETB,47.02550034,7.737012031
SNKO,St. Niklaus b. Koppigen,47.13062743,7.61292432
KIAL,Kirchberg-Alchenflüh,47.08290098,7.581065899
FRPO,Fribourg/Freiburg Poya,46.81557959,7.156485905
DOP,Dompierre FR,46.85440276,6.985368803
FRI,Fribourg/Freiburg,46.80314817,7.151046883
LYLS,"Lyssach, Lyssachschachen",47.0776169,7.582836922
TNSS,"Thunstetten, Schloss",47.20468122,7.753293374
KERD,Kernenried,47.07342521,7.550358008
MEGJ,"Melchnau, Gjuch",47.19062358,7.847529687
BDOD,"Burgdorf, Oberdorf",47.04443188,7.622527966
KINF,"Kirchberg BE, Grossmatt",47.09242379,7.574407701
BLK3,Blindleistungskompensator 3,46.97467852,7.191616512
SIFE,Sigirino finestra est,46.08159581,8.957355302
WB,Worb SBB,46.91522999,7.564851607
SOBR,"Solothurn, Brühl",47.20611168,7.511762543
NIUD,"Niederösch, Unterdorf",47.11831682,7.610670678
MERW,"Melchnau, Rotwald",47.19442918,7.842201116
ALUN,"Alchenstorf, Unteralchenstorf",47.12610826,7.626774116
SDDR,"Schattdorf, Dorf",46.86456983,8.654442016
GDA,Gordola,46.17904027,8.86577329
SIFH,"Signau, Friedhof",46.92466118,7.731188625
BUS,Busswil BE,47.09868485,7.318622886
DADO,"Därligen, Dorf",46.66231671,7.809147051
BLUF,"Bleienbach, Unterdorf",47.18631016,7.757922209
PAQ,Le Pâquier-Montbarry,46.59468,7.059689998
RURE,"Reichenbach i. K., Reudlen",46.61794509,7.680249636
GWOD,"Grasswil, Oberdorf",47.141666,7.668394446
OBST,"Oberburg, Schulhaus Stöckern",47.03569958,7.626932036
LEBF,"Leissigen, Bahnhof",46.65501096,7.774685908
FEBR,Feldbrunnen,47.22066,7.55586
NEIR,Neirivue,46.52829,7.061560005
NAXS,Tunnelportal Naxberg Süd,46.68188128,8.590902952
GIM,Gimmelwald (Schilthornbahn),46.54713663,7.89348657
NIIN,Niederbipp Industrie,47.27864,7.703170005
OST,Ostermundigen,46.95680243,7.481497882
RTMK,"Riedtwil, Mittlerer Kasten",47.13234417,7.683051042
MAGP,Magliaso Paese,45.98341,8.890580005
DELO,"Derendingen, Löhr",47.2003586,7.591321974
WYDB,"Wyssachen, Dürrenbühl",47.08430086,7.824793421
HESH,"Heimisbach, Steckshaus",47.00650941,7.748057738
WAOI,"Wasen i.E., Oberei",47.04325433,7.776863354
BDNA,"Burgdorf, Nassi",47.0630894,7.60345178
BDHG,"Burgdorf, Hasleweg",47.05034579,7.630997191
STTL,Stettlen,46.95682,7.524099998
WYRG,"Wyssachen, Abzw. Roggengrat",47.07349915,7.829718934
BNBR,"Bern, Brunnadernstrasse",46.94118,7.463719995
DIRI,Dirinella,46.10471163,8.756389573
DOEX,"Domat/Ems, Plaz",46.83647391,9.450941841
WYOK,"Wynigen, Oberer Kasten",47.12470432,7.675965623
ZBR,Zihlbrücke,47.00927708,7.030573156
SCSH,Schönbühl Shoppyland,47.01862,7.493629995
RIB,Rivera-Bironico,46.12397655,8.925286197
ALBV,Allmendingen BE (Verzw),46.92246717,7.526491882
LCM,Löwenberg LCM200,46.93915914,7.136660134
STBA,Steinibach,46.9844174,7.457401864
ALLM,Allmendingen BE Süd (Spw),46.91714728,7.533696749
THEG,Thun (Eigentumsgrenze),46.75035032,7.633003664
BOUT,Boll-Utzigen,46.95302054,7.546772867
LPGE,Laupen BE Gleisende,46.90260701,7.238020268
BNFE,Bern Felsenau,46.9685,7.444249994
LGFL,Lugano FLP,46.00449,8.947600006
INAB,Ins [Gleis 11],46.99998084,7.099975003
NGG,Neuenegg,46.89414,7.29986
HEPO,"Heimisbach, Post",47.01199723,7.760872221
WYMI,"Wyssachen, Mösli",47.09154581,7.826294322
BNZY,"Bern, Zytglogge",46.94783999,7.447500006
TRDE,Tramelan-Dessous,47.22248379,7.112743646
TRAM,Tramelan,47.22282544,7.104299482
NOMO,Le Noirmont,47.22325861,6.956472719
CBPG,"Muraz (Collombey), Bochets",46.29077523,6.936747451
ECLN,Eclépens Nord (bif),46.65877755,6.551902226
ZEI,Zeihen (B),47.47594976,8.085630875
SGOS,"St. Gallen, Oberstrasse",47.41906939,9.369793763
SZNS,"Schwyz, Nietenbachstrasse",47.02628586,8.645134736
SIA,Sihlau,47.30328856,8.525168357
NGIN,"Niedergesteln, Industrie",46.31379932,7.770452048
SASL,Sargans Schleife (Verzw),47.0418657,9.465052698
NGAS,Nyon [gare souterraine],46.38453522,6.235385888
MEIS,"Meisterschwanden, Oberdorf",47.29508954,8.229695188
VEMC,Vernayaz MC,46.13041418,7.044607648
ZUEK,"Zürich, Kreuzplatz",47.36487484,8.554083059
LBAT,"Laax GR, posta",46.80653138,9.2581133
AX,Arnex,46.69807765,6.518907163
VEST,Versvey Step,46.3379787,6.941375684
PUNC,Pully-Nord Cabine,46.51479387,6.664292746
EL,Elgg,47.49852909,8.863411586
SKY,Sennhof-Kyburg,47.46517688,8.76034626
FT,Feuerthalen,47.69216948,8.645968429
ECHE,Les Echenards,46.35535,7.085060005
LEYV,Leysin-Village,46.33926,7.006049999
LEY,Leysin-Feydey,46.34444,7.008360006
EZG,Etzgen,47.5724755,8.10423073
LBIN,Lenzburg Industrie,47.39258388,8.163907087
YVPO,Yverdon Poste 2,46.78111153,6.643579217
SLBF,"Schöftland, Bahnhof",47.30559856,8.050071002
AIG,Aigle,46.31685542,6.963683212
GUN,Guntershausen,47.47412136,8.917032104
LUC,Lucens,46.70777137,6.842150233
CC,Concise,46.85088154,6.723157409
PERC,La Perche,46.43639999,6.975099997
SONL,Sonloup,46.45716229,6.938913038
DTSW,Dietlikon Süd-West (Abzw),47.41827599,8.618413086
RORE,Rodels-Realta,46.73513999,9.432930003
MALA,Malans GR,46.97765,9.57372
COCG,Coppet (lac),46.31505309,6.19296261
KIPF,Kipferwald,46.19986213,7.818874528
EWW,Etzwilen West (Abzw),47.66056508,8.815356424
GRAC,Les Granges-Gérignoz,46.47416522,7.154950371
ESSC,Essert-sous-Champvent,46.79535565,6.580156422
FBG,Felsberg,46.84309941,9.481280437
SBAH,"Strengelbach, Seniorenzentrum",47.28034891,7.927744822
FIAF,"Fiesch, Abzw. Feriendorf",46.39805178,8.132994091
SGRU,"St. Gallen, Russen",47.40751162,9.31555559
BMA,Bauma,47.36883664,8.878233042
OEFW,Oberentfelden Engelplatz,47.35616788,8.046622938
BRIT,Brittnau-Wikon,47.26266615,7.957040849
SEC,Le Séchey,46.65847613,6.306011996
CL,Clarens,46.4427383,6.895779937
SGWI,St. Gallen Winkeln,47.40392941,9.300860291
WL,Wald ZH,47.2726905,8.913999753
BZSB,"Bischofszell Stadt, Bahnhof",47.49244898,9.241979317
ZOIN,"Zofingen, Industrie Brühl",47.29492814,7.930125831
LTB,Lausanne-Triage B,46.52806714,6.539311753
BYSC,Bussigny-Scheuchzer (bif),46.54487664,6.555569551
PACC,Paccot,46.43776,6.962689997
YV,Yverdon-les-Bains,46.78154519,6.640944002
DSH,Diessenhofen,47.68546822,8.752299398
TEVH,"Teufen AR, Vorderhaus",47.3935164,9.399804381
MWIA,Münchwilen AG (Abzw),47.54229871,7.969611325
ERMV,Ermatingen Ausweiche (Dsta),47.66812799,9.0896525
BZ,Bressonnaz,46.65315161,6.791263085
BRF,Birrfeld,47.44365992,8.215744485
GEN,Genolier,46.43625,6.214570005
ARZ,Arzier,46.45863999,6.211649997
BYSS,Bussigny sous-station,46.54432756,6.559291041
KRH,Kreuzlingen Hafen,47.64916396,9.181982268
BETA,Bettmeralp,46.38610786,8.05793666
MANN,Mannenbach-Salenstein,47.67364948,9.052804078
PAY,Payerne,46.81964996,6.939884923
SHBF,"St. Gallen Haggen, Bahnhof",47.40756515,9.338153142
LTAB,Lausanne-Triage A/B,46.52979696,6.543969679
VALF,Vallorbe-Frontière,46.71359375,6.347761742
AHAU,Altishausen,47.5964883,9.162377089
MAM,Mammern,47.6441602,8.914000633
STKT,St. Katharinental,47.68756346,8.732040044
MV,Montana Gare,46.31290492,7.489220666
FON,Fontanivent,46.45273,6.902329994
GBOI,Les Grands Bois,46.71947804,6.428712022
BRIN,La Brinaz,46.79444903,6.620216088
OFES,"Oftringen, Eggenscheide",47.31689853,7.913755172
SBAR,Schwarzer Bären,47.42258879,9.415369108
SAR,Sarnen,46.89460627,8.247499359
DLFQ,"Dietfurt, Langensteig",47.33758033,9.083829119
